,index,index.2,index.1,id_x,TimeStamp (sec),sessionId, lapIdx,type, ElapsedTime (sec), latitude, longitude,GPS Speed,ImpellerSpeed, Horizontal (meters),ImpellerDistance, HRCur (bpm),strokeCount, Cadence (stokes/min),totalCaloriesBurned,caloriesPerHour,caloriesPerStroke, StrokeDistance (meters),impellerDistStroke, Stroke500mPace (sec/500m),impellerPace,sessionStrokeIndex,id_y,sessionStrokeId,oarlockSessionId,catch,cycleTime, DriveTime (ms),effectiveLength,finish, AverageDriveForce (lbs), PeakDriveForce (lbs),peakforceangle, Power (watts),driveenergy,slip,timestamp_y,totalLength,wash,GPSSpeed,GPSDistance, StrokeRecoveryTime (ms),cumdist,cum_dist, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an,originalvelo
0,0,0,0,909328762,1695314375.999,1201279,1506943,7,0.0,52.2251145,6.8455977,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5809.859154929604,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.0
1,1,1,1,909328763,1695314379.578,1201279,1506943,0,3.5789999961853027,52.2251145,6.8455977,1.02,0.0,4.23,0.0,0.0,1,16.5,0.0,0.0,0.0,4.2,0.0,605.8380760051409,0.0,1,33574287.0,909328763.0,66003.0,10.0,3470.0,1420.0,0.0,32.0,2.7651510042219134,7.261331498891691,16.0,1.2,4.363636363636363,0.0,1695314379578.0,22.0,0.0,1.02,4.23,2050.0,4.23,4.23,0.0,0.0,1.02,12.3,32.3,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.0200000000000002
2,2,2,2,909328764,1695314380.996,1201279,1506943,0,4.996999979019165,52.2251314,6.8455774,1.32,0.0,6.56,0.0,0.0,2,38.5,0.0,0.0,0.0,2.3,0.0,364.68693757696326,0.0,4,33574289.0,909328764.0,66003.0,0.0,1530.0,740.0,29.0,41.0,37.3857408131792,75.76064133518575,14.0,85.3,132.93506493506493,4.0,1695314380996.0,41.0,8.0,1.32,6.56,790.0,6.56,6.56,0.0,0.0,1.32,166.3,337.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.3199999999999998
3,3,3,3,909328765,1695314382.574,1201279,1506943,0,6.574999809265137,52.2251558,6.8455502,1.66,0.0,9.85,0.0,0.0,3,41.5,0.0,0.0,0.0,3.3,0.0,284.56686705430184,0.0,6,33574290.0,909328765.0,66003.0,2.0,1330.0,640.0,22.0,40.0,29.36005863019365,64.00312934162429,16.0,67.7,97.87951807228916,7.0,1695314382574.0,38.0,9.0,1.66,9.85,690.0,9.85,9.85,0.0,0.0,1.66,130.6,284.7,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,67.7,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.6599999999999997
4,4,4,4,909328766,1695314383.98,1201279,1506943,0,7.980999946594238,52.2251794,6.8455249,2.01,0.0,12.99,0.0,0.0,4,41.5,0.0,0.0,0.0,3.1,0.0,247.8753541076491,0.0,8,33574291.0,909328766.0,66003.0,-1.0,1480.0,680.0,23.0,40.0,24.032084744009964,51.84096110354254,16.0,54.6,78.93975903614458,6.0,1695314383980.0,41.0,12.0,2.01,12.99,800.0,12.99,12.99,0.0,0.0,2.01,106.9,230.6,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,54.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.01
5,5,5,5,909328767,1695314385.378,1201279,1506943,0,9.378999948501587,52.2252044,6.845499,2.21,0.0,16.29,0.0,0.0,5,43.0,0.0,0.0,0.0,3.3,0.0,228.15265486725696,0.0,10,33574292.0,909328767.0,66003.0,0.0,1310.0,560.0,21.0,41.0,27.08948748038541,50.87428229718854,13.0,60.0,83.72093023255815,7.0,1695314385378.0,41.0,13.0,2.21,16.29,750.0,16.29,16.29,0.0,0.0,2.21,120.5,226.3,1.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,60.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.21
6,6,6,6,909328768,1695314386.789,1201279,1506943,0,10.789999961853027,52.225231,6.8454742,2.32,0.0,19.7,0.0,0.0,6,40.0,0.0,0.0,0.0,3.4,0.0,213.05246070980627,0.0,12,33574293.0,909328768.0,66003.0,1.0,1540.0,640.0,25.0,42.0,26.819716650705224,56.02240896358544,17.0,58.6,87.9,8.0,1695314386789.0,41.0,8.0,2.32,19.7,900.0,19.7,19.7,0.0,0.0,2.32,119.3,249.2,1.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,58.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.32
7,7,7,7,909328769,1695314388.175,1201279,1506943,0,12.175999879837036,52.2252589,6.8454503,2.4,0.0,23.2,0.0,0.0,7,43.0,0.0,0.0,0.0,3.5,0.0,211.5772119435797,0.0,14,33574294.0,909328769.0,66003.0,4.0,1530.0,760.0,20.0,43.0,19.221171614713302,60.51858945825521,20.0,52.8,73.67441860465117,7.0,1695314388175.0,39.0,12.0,2.4,23.2,770.0,23.2,23.2,0.0,0.0,2.4,85.50000000000001,269.2,1.0,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,52.8,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.4000000000000004
8,8,8,8,909328770,1695314393.449,1201279,1506943,0,17.449999809265137,52.2253414,6.8453744,2.45,0.0,33.74,0.0,0.0,8,45.5,0.0,0.0,0.0,10.5,0.0,215.7305889164911,0.0,16,33574295.0,909328770.0,66003.0,24.0,1240.0,900.0,20.0,31.0,2.2705711498082377,5.395416593603733,27.0,1.5,1.978021978021978,7.0,1695314393449.0,7.0,12.0,2.45,33.74,340.0,33.74,33.74,0.0,0.0,2.45,10.1,24.0,1.0,4.0,10,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.45
9,9,9,9,909328771,1695314394.605,1201279,1506943,0,18.60599994659424,52.2253611,6.8453576,2.27,0.0,36.22,0.0,0.0,9,11.5,0.0,0.0,0.0,2.5,0.0,216.2597363690836,0.0,18,33574296.0,909328771.0,66003.0,-23.0,1910.0,920.0,54.0,44.0,54.98828744981138,95.40895009689268,9.0,146.7,765.3913043478261,4.0,1695314394605.0,67.0,9.0,2.27,36.22,990.0,36.22,36.22,0.0,0.0,2.27,244.6,424.4,1.0,4.0,11,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.27
10,10,10,10,909328772,1695314396.98,1201279,1506943,0,20.98099994659424,52.2254043,6.8453235,2.14,0.0,41.56,0.0,0.0,10,26.5,0.0,0.0,0.0,5.3,0.0,210.5282344792391,0.0,20,33574297.0,909328772.0,66003.0,-25.0,2160.0,900.0,55.0,45.0,49.70527536857439,92.39650916546394,3.0,128.6,291.1698113207547,5.0,1695314396980.0,70.0,10.0,2.14,41.56,1260.0,41.56,41.56,0.0,0.0,2.14,221.1,411.0,1.0,4.0,12,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,128.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.14
11,11,11,11,909328773,1695314399.441,1201279,1506943,0,23.441999912261963,52.2254523,6.8452856,2.44,0.0,47.5,0.0,0.0,11,26.0,0.0,0.0,0.0,5.9,0.0,201.6164225740572,0.0,22,33574298.0,909328773.0,66003.0,-32.0,2320.0,930.0,58.0,46.0,45.34398028874471,87.63055784111397,5.0,118.3,273.0,7.0,1695314399441.0,78.0,13.0,2.44,47.5,1390.0,47.5,47.5,0.0,0.0,2.44,201.7,389.8,1.0,4.0,13,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,118.3,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.44
12,12,12,12,909328774,1695314401.777,1201279,1506943,0,25.777999877929688,52.2255117,6.8452389,2.77,0.0,54.84,0.0,0.0,12,24.5,0.0,0.0,0.0,7.3,0.0,189.92337290755444,0.0,24,33574299.0,909328774.0,66003.0,-35.0,2500.0,990.0,59.0,45.0,41.83695950290228,91.67712028631678,6.0,114.3,279.9183673469388,8.0,1695314401777.0,80.0,13.0,2.77,54.84,1510.0,54.84,54.84,0.0,0.0,2.77,186.1,407.8,1.0,4.0,14,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,114.3,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.77
13,13,13,13,909328775,1695314404.382,1201279,1506943,0,28.382999897003174,52.2255748,6.8451924,2.92,0.0,62.54,0.0,0.0,13,23.5,0.0,0.0,0.0,7.7,0.0,177.2179089821097,0.0,26,33574300.0,909328775.0,66003.0,-39.0,2520.0,960.0,66.0,48.0,49.18821461168737,94.82444663258562,0.0,130.7,333.70212765957444,7.0,1695314404382.0,87.0,14.0,2.92,62.54,1560.0,62.54,62.54,0.0,0.0,2.92,218.8,421.8,1.0,4.0,15,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,130.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.92
14,14,14,14,909328776,1695314406.0,1201279,1506943,3,30.000999927520752,52.2256175,6.8451635,2.92,0.0,67.69,0.0,0.0,13,23.5,0.0,0.0,0.0,5.1,0.0,167.79010982625397,0.0,28,33574300.0,909328775.0,66003.0,-39.0,2520.0,960.0,66.0,48.0,49.18821461168737,94.82444663258562,0.0,130.7,333.70212765957444,7.0,1695314404382.0,87.0,14.0,2.92,67.69,1560.0,67.69,67.69,0.0,0.0,2.92,218.8,421.8,1.0,4.0,15,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,130.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.92
15,15,15,15,909328777,1695314407.199,1201279,1506943,0,31.199999809265137,52.2256457,6.8451431,3.02,0.0,71.12,0.0,0.0,14,21.0,0.0,0.0,0.0,3.4,0.0,164.55804411010453,0.0,29,33574301.0,909328777.0,66003.0,-50.0,3130.0,1240.0,74.0,45.0,38.73459496158014,92.84612721493092,-1.0,102.9,294.0,8.0,1695314407199.0,95.0,13.0,3.02,71.12,1890.0,71.12,71.12,0.0,0.0,3.02,172.30000000000004,413.0,1.0,4.0,16,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,102.9,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.02
16,16,16,16,909328778,1695314410.175,1201279,1506943,0,34.175999879837036,52.2257217,6.8450943,3.08,0.0,80.21,0.0,0.0,15,20.0,0.0,0.0,0.0,9.1,0.0,152.7414107752125,0.0,31,33574302.0,909328778.0,66003.0,-50.0,2780.0,1040.0,80.0,49.0,60.54107036072856,113.41615297804516,-8.0,164.3,492.9,7.0,1695314410175.0,99.0,12.0,3.08,80.21,1740.0,80.21,80.21,0.0,0.0,3.08,269.3,504.5,1.0,4.0,17,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,164.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.08
17,17,17,17,909328779,1695314413.195,1201279,1506943,0,37.19599986076355,52.2258026,6.8450428,3.15,0.0,89.88,0.0,0.0,16,19.5,0.0,0.0,0.0,9.7,0.0,160.17195950631003,0.0,33,33574303.0,909328779.0,66003.0,-56.0,3110.0,1110.0,84.0,46.0,58.11313289360688,109.32462872789566,-7.0,147.9,455.0769230769231,8.0,1695314413195.0,102.0,10.0,3.15,89.88,2000.0,89.88,89.88,0.0,0.0,3.15,258.5,486.3,1.0,4.0,18,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.1500000000000004
18,18,18,18,909328780,1695314416.339,1201279,1506943,1,40.33999991416931,52.2258916,6.8449922,3.15,0.0,100.37,0.0,0.0,16,19.5,0.0,0.0,0.0,10.5,0.0,167.4665429395818,0.0,35,33574303.0,909328779.0,66003.0,-56.0,3110.0,1110.0,84.0,46.0,58.11313289360688,109.32462872789566,-7.0,147.9,455.0769230769231,8.0,1695314413195.0,102.0,10.0,3.15,100.37,2000.0,100.37,100.37,0.0,0.0,3.15,258.5,486.3,1.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.1500000000000004
19,19,19,19,909328781,1695314416.382,1201279,1506943,0,40.382999897003174,52.2258916,6.8449922,3.27,0.0,100.37,0.0,0.0,17,19.0,0.0,0.0,0.0,0.0,0.0,195.40832727088187,0.0,36,33574304.0,909328781.0,66003.0,-57.0,3150.0,1100.0,83.0,48.0,59.59687245684791,109.99905580209612,-15.0,147.3,465.1578947368421,8.0,1695314416382.0,105.0,14.0,3.27,100.37,2050.0,100.37,100.37,0.0,0.0,3.27,265.1,489.3,1.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.2700000000000005
20,20,20,20,909328782,1695314436.0,1201279,1506943,3,60.00099992752075,52.2262337,6.8448335,1.14,0.0,139.99,0.0,0.0,17,0.0,0.0,0.0,0.0,39.6,0.0,247.34452629775603,0.0,39,33574304.0,909328781.0,66003.0,-57.0,3150.0,1100.0,83.0,48.0,59.59687245684791,109.99905580209612,-15.0,147.3,inf,8.0,1695314416382.0,105.0,14.0,1.14,139.99,2050.0,139.99,139.99,0.0,0.0,1.14,265.1,489.3,1.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.14
21,21,21,21,909328783,1695314445.183,1201279,1506943,0,69.18400001525879,52.2263073,6.8448178,2.0,0.0,148.25,0.0,0.0,18,57.0,0.0,0.0,0.0,8.3,0.0,318.91981444665385,0.0,41,33574304.0,909328781.0,66003.0,-57.0,3150.0,1100.0,83.0,48.0,59.59687245684791,109.99905580209612,-15.0,147.3,155.05263157894737,8.0,1695314416382.0,105.0,14.0,2.0,148.25,2050.0,148.25,148.25,0.0,0.0,2.0,265.1,489.3,1.0,4.0,27,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.0
22,22,22,22,909328784,1695314445.8,1201279,1506943,0,69.80099987983704,52.2263117,6.8448173,0.78,0.0,148.74,0.0,0.0,19,37.0,0.0,0.0,0.0,0.5,0.0,402.48109558490495,0.0,42,33574307.0,909328784.0,66003.0,-31.0,2520.0,1290.0,61.0,40.0,59.97904779889484,111.68512348759728,6.0,138.6,224.75675675675674,2.0,1695314445800.0,71.0,8.0,0.78,148.74,1230.0,148.74,148.74,0.0,0.0,0.78,266.8,496.8,1.0,4.0,28,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.78
23,23,23,23,909328785,1695314450.468,1201279,1506943,0,74.4689998626709,52.2263837,6.8448054,1.19,0.0,156.8,0.0,0.0,20,26.5,0.0,0.0,0.0,8.1,0.0,439.34725550610574,0.0,45,33574307.0,909328784.0,66003.0,-31.0,2520.0,1290.0,61.0,40.0,59.97904779889484,111.68512348759728,6.0,138.6,313.811320754717,2.0,1695314445800.0,71.0,8.0,1.19,156.8,1230.0,156.8,156.8,0.0,0.0,1.19,266.8,496.8,1.0,4.0,30,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.19
24,24,24,24,909328786,1695314451.996,1201279,1506943,0,75.99699997901917,52.2264115,6.8448011,1.63,0.0,159.91,0.0,0.0,21,15.0,0.0,0.0,0.0,3.1,0.0,349.4599255695748,0.0,46,33574309.0,909328786.0,66003.0,-36.0,2390.0,1050.0,66.0,45.0,67.48766922499337,116.99061647130762,5.0,167.7,670.8,4.0,1695314451996.0,81.0,11.0,1.63,159.91,1340.0,159.91,159.91,0.0,0.0,1.63,300.2,520.4,1.0,4.0,30,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,167.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.63
25,25,25,25,909328787,1695314452.535,1201279,1506943,2,76.53600001335144,52.226421,6.8447995,1.63,0.0,160.97,0.0,0.0,21,15.0,0.0,0.0,0.0,1.1,0.0,303.0382536600728,0.0,47,33574309.0,909328786.0,66003.0,-36.0,2390.0,1050.0,66.0,45.0,67.48766922499337,116.99061647130762,5.0,167.7,670.8,4.0,1695314451996.0,81.0,11.0,1.63,160.97,1340.0,160.97,160.97,0.0,0.0,1.63,300.2,520.4,1.0,4.0,30,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,167.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.63
26,26,26,26,909328788,1695314454.39,1201279,1506943,0,78.39100003242493,52.2264635,6.8447921,1.99,0.0,165.73,0.0,0.0,22,26.0,0.0,0.0,0.0,4.8,0.0,227.77021830444332,0.0,49,33574310.0,909328788.0,66003.0,-31.0,2050.0,910.0,65.0,48.0,62.54187068085661,116.22626578721376,-2.0,188.2,434.3076923076923,5.0,1695314454390.0,79.0,9.0,1.99,165.73,1140.0,165.73,165.73,0.0,0.0,1.99,278.2,517.0,1.0,4.0,31,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,188.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.99
27,27,27,27,909328789,1695314456.46,1201279,1506943,0,80.46099996566772,52.2265154,6.8447837,2.58,0.0,171.53,0.0,0.0,23,28.5,0.0,0.0,0.0,5.8,0.0,193.00825507168904,0.0,51,33574311.0,909328789.0,66003.0,-40.0,2190.0,960.0,69.0,47.0,59.6867960667413,119.463515743376,-2.0,188.9,397.6842105263158,7.0,1695314456460.0,87.0,11.0,2.58,171.53,1230.0,171.53,171.53,0.0,0.0,2.58,265.5,531.4,1.0,4.0,32,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,188.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.58
28,28,28,28,909328790,1695314458.996,1201279,1506943,0,82.99699997901917,52.2265945,6.8447688,3.15,0.0,180.4,0.0,0.0,24,25.0,0.0,0.0,0.0,8.9,0.0,169.45173926438898,0.0,53,33574312.0,909328790.0,66003.0,-50.0,2460.0,920.0,81.0,49.0,69.89312578964169,114.3603508819258,-13.0,197.3,473.52,6.0,1695314458996.0,99.0,12.0,3.15,180.4,1540.0,180.4,180.4,0.0,0.0,3.15,310.8999999999999,508.7,1.0,4.0,33,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,197.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.1500000000000004
29,29,29,29,909328791,1695314461.593,1201279,1506943,0,85.5939998626709,52.2266768,6.8447537,3.36,0.0,189.62,0.0,0.0,25,22.5,0.0,0.0,0.0,9.2,0.0,153.19521447330047,0.0,55,33574313.0,909328791.0,66003.0,-55.0,2700.0,1070.0,83.0,49.0,59.5519106519012,110.6734828762966,-7.0,174.2,464.53333333333336,7.0,1695314461593.0,104.0,14.0,3.36,189.62,1630.0,189.62,189.62,0.0,0.0,3.36,264.9,492.3,1.0,4.0,34,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,174.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.36
30,30,30,30,909328792,1695314464.39,1201279,1506943,0,88.39100003242493,52.2267641,6.8447411,3.4,0.0,199.37,0.0,0.0,26,21.0,0.0,0.0,0.0,9.8,0.0,146.0066240234624,0.0,57,33574314.0,909328792.0,66003.0,-56.0,2820.0,1050.0,83.0,47.0,61.88992450912949,113.7533665151454,-10.0,170.4,486.85714285714283,9.0,1695314464390.0,103.0,11.0,3.4,199.37,1770.0,199.37,199.37,0.0,0.0,3.4,275.3,506.0,1.0,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,170.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
31,31,31,31,909328793,1695314464.734,1201279,1506943,1,88.73499989509583,52.2267753,6.8447397,3.4,0.0,200.62,0.0,0.0,26,21.0,0.0,0.0,0.0,1.3,0.0,144.4634838838791,0.0,58,33574314.0,909328792.0,66003.0,-56.0,2820.0,1050.0,83.0,47.0,61.88992450912949,113.7533665151454,-10.0,170.4,486.85714285714283,9.0,1695314464390.0,103.0,11.0,3.4,200.62,1770.0,200.62,200.62,0.0,0.0,3.4,275.3,506.0,1.0,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,170.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
32,32,32,32,909328794,1695314466.0,1201279,1506943,3,90.00099992752075,52.2268175,6.8447347,3.4,0.0,205.33,0.0,0.0,26,21.0,0.0,0.0,0.0,4.7,0.0,145.19535374868025,0.0,60,33574314.0,909328792.0,66003.0,-56.0,2820.0,1050.0,83.0,47.0,61.88992450912949,113.7533665151454,-10.0,170.4,486.85714285714283,9.0,1695314464390.0,103.0,11.0,3.4,205.33,1770.0,205.33,205.33,0.0,0.0,3.4,275.3,506.0,1.0,4.0,36,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,170.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
33,33,33,33,909328795,1695314467.187,1201279,1506943,0,91.18799996376038,52.2268542,6.844731,3.45,0.0,209.43,0.0,0.0,27,21.0,0.0,0.0,0.0,4.1,0.0,145.40373139965274,0.0,61,33574315.0,909328795.0,66003.0,-57.0,2950.0,1140.0,83.0,45.0,55.887523548745335,111.12310092576357,-7.0,159.6,456.0,8.0,1695314467187.0,102.0,11.0,3.45,209.43,1810.0,209.43,209.43,0.0,0.0,3.45,248.6,494.3,1.0,4.0,36,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,159.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.45
34,34,34,34,909328796,1695314470.183,1201279,1506943,0,94.18400001525879,52.2269461,6.8447189,3.46,0.0,219.69,0.0,0.0,28,20.5,0.0,0.0,0.0,10.3,0.0,145.41837685392713,0.0,63,33574316.0,909328796.0,66003.0,-54.0,2810.0,1070.0,77.0,46.0,51.23397673676212,98.39891012584808,-7.0,137.1,401.2682926829268,9.0,1695314470183.0,100.0,14.0,3.46,219.69,1740.0,219.69,219.69,0.0,0.0,3.46,227.9,437.7,1.0,4.0,37,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,137.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.46
35,35,35,35,909328797,1695314473.011,1201279,1506943,0,97.01199984550476,52.2270327,6.8447118,3.44,0.0,229.34,0.0,0.0,29,21.0,0.0,0.0,0.0,9.7,0.0,145.6953642384108,0.0,65,33574317.0,909328797.0,66003.0,-54.0,2900.0,1100.0,83.0,49.0,58.20305650350027,110.24634572930294,-10.0,159.6,456.0,7.0,1695314473011.0,103.0,13.0,3.44,229.34,1800.0,229.34,229.34,0.0,0.0,3.44,258.9,490.4,1.0,4.0,38,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,159.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.44
36,36,36,36,909328798,1695314475.988,1201279,1506943,0,99.98899984359741,52.2271252,6.8447058,3.41,0.0,239.65,0.0,0.0,30,20.0,0.0,0.0,0.0,10.3,0.0,146.08972818456658,0.0,67,33574318.0,909328798.0,66003.0,-56.0,2960.0,1080.0,83.0,46.0,56.13481347595218,103.52455588977163,5.0,146.5,439.5,8.0,1695314475988.0,102.0,11.0,3.41,239.65,1880.0,239.65,239.65,0.0,0.0,3.41,249.7,460.5,1.0,4.0,39,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.41
37,37,37,37,909328799,1695314478.804,1201279,1506943,0,102.80499982833862,52.2272108,6.8447049,3.39,0.0,249.18,0.0,0.0,31,20.5,0.0,0.0,0.0,9.5,0.0,146.63501212436702,0.0,69,33574319.0,909328799.0,66003.0,-55.0,2860.0,1050.0,84.0,48.0,62.38450436354317,107.57111833497444,-19.0,168.0,491.7073170731707,8.0,1695314478804.0,103.0,11.0,3.39,249.18,1810.0,249.18,249.18,0.0,0.0,3.39,277.5,478.5,1.0,4.0,40,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,168.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.39
38,38,38,38,909328800,1695314481.792,1201279,1506943,0,105.79299998283386,52.2273028,6.8447033,3.39,0.0,259.42,0.0,0.0,32,20.5,0.0,0.0,0.0,10.2,0.0,147.22190356009352,0.0,71,33574320.0,909328800.0,66003.0,-56.0,2920.0,1080.0,84.0,50.0,60.42866584836182,112.71924500137132,-9.0,164.7,482.0487804878049,7.0,1695314481792.0,106.0,15.0,3.39,259.42,1840.0,259.42,259.42,0.0,0.0,3.39,268.8,501.4,1.0,4.0,41,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,164.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.39
