,index,index.2,index.1,id_x,TimeStamp (sec),sessionId, lapIdx,type, ElapsedTime (sec), latitude, longitude,GPS Speed,ImpellerSpeed, Horizontal (meters),ImpellerDistance, HRCur (bpm),strokeCount, Cadence (stokes/min),totalCaloriesBurned,caloriesPerHour,caloriesPerStroke, StrokeDistance (meters),impellerDistStroke, Stroke500mPace (sec/500m),impellerPace,sessionStrokeIndex,id_y,sessionStrokeId,oarlockSessionId,catch,cycleTime, DriveTime (ms),effectiveLength,finish, AverageDriveForce (lbs), PeakDriveForce (lbs),peakforceangle, Power (watts),driveenergy,slip,timestamp_y,totalLength,wash,GPSSpeed,GPSDistance, StrokeRecoveryTime (ms),cumdist,cum_dist, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an,originalvelo
625,625,625,625,909329387,1695315838.527,1201279,1506943,0,1462.5279998779297,52.2413623,6.8251328,3.34,0.0,4633.49,0.0,0.0,485,22.0,0.0,0.0,0.0,9.5,0.0,148.54541245466496,0.0,1112,33574774.0,909329387.0,66003.0,-54.0,2690.0,1080.0,80.0,47.0,56.98908776993944,107.25638570034756,-12.0,165.0,450.0,6.0,1695315838527.0,101.0,15.0,3.34,4633.49,1610.0,4633.49,4633.49,0.0,0.0,3.34,253.5,477.1,1.0,4.0,500,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,165.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.3400000000000003
626,626,626,626,909329388,1695315841.304,1201279,1506943,0,1465.3049998283386,52.2413124,6.8252465,3.36,0.0,4643.03,0.0,0.0,486,22.0,0.0,0.0,0.0,9.5,0.0,148.88817273606207,0.0,1114,33574775.0,909329388.0,66003.0,-54.0,2710.0,1050.0,79.0,47.0,57.41622491693307,110.2238648268296,-9.0,160.2,436.90909090909093,7.0,1695315841304.0,101.0,15.0,3.36,4643.03,1660.0,4643.03,4643.03,0.0,0.0,3.36,255.4,490.3,1.0,4.0,501,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.36
627,627,627,627,909329389,1695315844.113,1201279,1506943,0,1468.1139998435974,52.2412616,6.8253605,3.4,0.0,4652.64,0.0,0.0,487,21.5,0.0,0.0,0.0,9.6,0.0,148.19852186409383,0.0,1116,33574776.0,909329389.0,66003.0,-55.0,2830.0,1100.0,81.0,44.0,53.369662471730265,103.61447949966502,-3.0,146.9,409.95348837209303,6.0,1695315844113.0,99.0,12.0,3.4,4652.64,1730.0,4652.64,4652.64,0.0,0.0,3.4,237.4,460.9,1.0,4.0,502,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
628,628,628,628,909329390,1695315846.0,1201279,1506943,3,1470.0009999275208,52.2412287,6.8254359,3.4,0.0,4658.95,0.0,0.0,487,21.5,0.0,0.0,0.0,6.3,0.0,147.36466055092714,0.0,1118,33574776.0,909329389.0,66003.0,-55.0,2830.0,1100.0,81.0,44.0,53.369662471730265,103.61447949966502,-3.0,146.9,409.95348837209303,6.0,1695315844113.0,99.0,12.0,3.4,4658.95,1730.0,4658.95,4658.95,0.0,0.0,3.4,237.4,460.9,1.0,4.0,503,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
629,629,629,629,909329391,1695315846.902,1201279,1506943,0,1470.9029998779297,52.2412124,6.8254722,3.4,0.0,4662.02,0.0,0.0,488,21.5,0.0,0.0,0.0,3.1,0.0,146.8811597888983,0.0,1119,33574777.0,909329391.0,66003.0,-54.0,2720.0,1010.0,79.0,46.0,58.96740718759414,111.61768078017724,-22.0,157.4,439.25581395348837,7.0,1695315846902.0,100.0,14.0,3.4,4662.02,1710.0,4662.02,4662.02,0.0,0.0,3.4,262.3,496.5,1.0,4.0,503,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,157.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
630,630,630,630,909329392,1695315848.64,1201279,1506943,2,1472.641000032425,52.2411822,6.8255401,3.4,0.0,4667.74,0.0,0.0,488,21.5,0.0,0.0,0.0,5.7,0.0,146.68156765131718,0.0,1121,33574777.0,909329391.0,66003.0,-54.0,2720.0,1010.0,79.0,46.0,58.96740718759414,111.61768078017724,-22.0,157.4,439.25581395348837,7.0,1695315846902.0,100.0,14.0,3.4,4667.74,1710.0,4667.74,4667.74,0.0,0.0,3.4,262.3,496.5,1.0,4.0,504,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,157.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4
631,631,631,631,909329393,1695315849.699,1201279,1506943,0,1473.6999998092651,52.241161,6.8255852,3.41,0.0,4671.62,0.0,0.0,489,21.5,0.0,0.0,0.0,3.9,0.0,146.58848614072517,0.0,1122,33574778.0,909329393.0,66003.0,-55.0,2800.0,990.0,82.0,48.0,62.02480992396959,110.3587502416697,-10.0,160.8,448.74418604651163,6.0,1695315849699.0,103.0,15.0,3.41,4671.62,1810.0,4671.62,4671.62,0.0,0.0,3.41,275.9,490.9,1.0,4.0,504,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.41
632,632,632,632,909329394,1695315852.507,1201279,1506943,0,1476.5079998970032,52.2411076,6.8256972,3.42,0.0,4681.29,0.0,0.0,490,21.0,0.0,0.0,0.0,9.7,0.0,146.4435146443517,0.0,1124,33574779.0,909329394.0,66003.0,-55.0,2900.0,1080.0,82.0,46.0,55.303020084438266,107.16646209045416,-23.0,149.1,426.0,6.0,1695315852507.0,101.0,13.0,3.42,4681.29,1820.0,4681.29,4681.29,0.0,0.0,3.42,246.0,476.7,1.0,4.0,505,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.42
633,633,633,633,909329395,1695315855.308,1201279,1506943,0,1479.3090000152588,52.2410553,6.8258092,3.42,0.0,4690.89,0.0,0.0,491,21.0,0.0,0.0,0.0,9.6,0.0,146.35629838944735,0.0,1126,33574780.0,909329395.0,66003.0,-55.0,2750.0,1070.0,80.0,48.0,56.02240896358544,104.85092913569922,-26.0,156.2,446.2857142857143,8.0,1695315855308.0,103.0,15.0,3.42,4690.89,1680.0,4690.89,4690.89,0.0,0.0,3.42,249.2,466.4,1.0,4.0,506,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,156.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.42
634,634,634,634,909329396,1695315857.855,1201279,1506943,1,1481.8559999465942,52.2410049,6.8259149,3.42,0.0,4700.03,0.0,0.0,491,21.0,0.0,0.0,0.0,9.1,0.0,146.33775514082654,0.0,1128,33574780.0,909329395.0,66003.0,-55.0,2750.0,1070.0,80.0,48.0,56.02240896358544,104.85092913569922,-26.0,156.2,446.2857142857143,8.0,1695315855308.0,103.0,15.0,3.42,4700.03,1680.0,4700.03,4700.03,0.0,0.0,3.42,249.2,466.4,1.0,4.0,507,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,156.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.42
635,635,635,635,909329397,1695315858.121,1201279,1506943,0,1482.1219999790192,52.2410025,6.8259201,3.41,0.0,4700.47,0.0,0.0,492,21.5,0.0,0.0,0.0,0.4,0.0,146.4695140509285,0.0,1129,33574781.0,909329397.0,66003.0,-55.0,2820.0,1060.0,82.0,49.0,57.55111033177316,108.2005836042282,-10.0,156.9,437.86046511627904,6.0,1695315858121.0,104.0,16.0,3.41,4700.47,1760.0,4700.47,4700.47,0.0,0.0,3.41,256.0,481.3,1.0,4.0,507,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,156.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.41
636,636,636,636,909329398,1695315860.902,1201279,1506943,0,1484.9029998779297,52.2409494,6.8260307,3.42,0.0,4710.05,0.0,0.0,493,21.5,0.0,0.0,0.0,9.6,0.0,145.94389689158476,0.0,1131,33574782.0,909329398.0,66003.0,-54.0,2900.0,1090.0,79.0,47.0,52.85260171484324,104.94085274559262,-25.0,142.0,396.27906976744185,6.0,1695315860902.0,101.0,16.0,3.42,4710.05,1810.0,4710.05,4710.05,0.0,0.0,3.42,235.1,466.8,1.0,4.0,508,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,142.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.42
637,637,637,637,909329399,1695315863.71,1201279,1506943,0,1487.7109999656677,52.2408986,6.8261354,3.43,0.0,4719.16,0.0,0.0,494,21.5,0.0,0.0,0.0,9.1,0.0,144.93844821744554,0.0,1133,33574783.0,909329399.0,66003.0,-54.0,2780.0,1130.0,77.0,44.0,51.75103749364914,105.84008884452658,-27.0,148.8,415.25581395348837,7.0,1695315863710.0,98.0,14.0,3.43,4719.16,1650.0,4719.16,4719.16,0.0,0.0,3.43,230.2,470.8,1.0,4.0,509,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,148.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.43
638,638,638,638,909329400,1695315866.582,1201279,1506943,0,1490.582999944687,52.2408442,6.8262432,3.45,0.0,4728.68,0.0,0.0,495,21.5,0.0,0.0,0.0,9.5,0.0,144.5050545490944,0.0,1135,33574784.0,909329400.0,66003.0,-54.0,2760.0,1030.0,78.0,47.0,55.59527181659181,105.63776072226642,-13.0,149.9,418.3255813953488,8.0,1695315866582.0,101.0,15.0,3.45,4728.68,1730.0,4728.68,4728.68,0.0,0.0,3.45,247.3,469.8999999999999,1.0,4.0,510,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.45
639,639,639,639,909329401,1695315869.601,1201279,1506943,0,1493.6019999980927,52.240784,6.8263543,3.51,0.0,4738.79,0.0,0.0,496,22.0,0.0,0.0,0.0,10.1,0.0,144.59912864940682,0.0,1137,33574785.0,909329401.0,66003.0,-55.0,2740.0,1000.0,82.0,46.0,56.651874232839205,99.0058944926285,-2.0,147.8,403.09090909090907,6.0,1695315869601.0,101.0,13.0,3.51,4738.79,1740.0,4738.79,4738.79,0.0,0.0,3.51,252.0,440.4,1.0,4.0,511,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.509999999999999
640,640,640,640,909329402,1695315871.906,1201279,1506943,0,1495.9069998264313,52.2407318,6.8264514,3.47,0.0,4747.6,0.0,0.0,497,22.0,0.0,0.0,0.0,8.8,0.0,145.24465235598166,0.0,1139,33574786.0,909329402.0,66003.0,-53.0,2690.0,980.0,79.0,46.0,61.01316931266888,111.61768078017724,-25.0,160.9,438.8181818181818,6.0,1695315871906.0,99.0,14.0,3.47,4747.6,1710.0,4747.6,4747.6,0.0,0.0,3.47,271.4,496.5,1.0,4.0,512,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.47
641,641,641,641,909329403,1695315874.703,1201279,1506943,0,1498.7039999961853,52.2406738,6.8265555,3.38,0.0,4757.19,0.0,0.0,498,22.0,0.0,0.0,0.0,9.6,0.0,146.1285425101217,0.0,1141,33574787.0,909329403.0,66003.0,-53.0,2700.0,960.0,79.0,48.0,61.28294014234908,112.2921078543777,-8.0,160.9,438.8181818181818,7.0,1695315874703.0,101.0,15.0,3.38,4757.19,1740.0,4757.19,4757.19,0.0,0.0,3.38,272.6,499.5,1.0,4.0,513,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.38
642,642,642,642,909329404,1695315876.0,1201279,1506943,3,1500.0009999275208,52.2406477,6.8266012,3.38,0.0,4761.45,0.0,0.0,498,22.0,0.0,0.0,0.0,4.3,0.0,146.9858359103579,0.0,1143,33574787.0,909329403.0,66003.0,-53.0,2700.0,960.0,79.0,48.0,61.28294014234908,112.2921078543777,-8.0,160.9,438.8181818181818,7.0,1695315874703.0,101.0,15.0,3.38,4761.45,1740.0,4761.45,4761.45,0.0,0.0,3.38,272.6,499.5,1.0,4.0,514,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.38
643,643,643,643,909329405,1695315877.523,1201279,1506943,0,1501.523999929428,52.240616,6.82666,3.39,0.0,4766.79,0.0,0.0,499,22.0,0.0,0.0,0.0,5.3,0.0,147.5001596322076,0.0,1144,33574788.0,909329405.0,66003.0,-54.0,2720.0,1060.0,81.0,47.0,56.26969889079228,106.04241696678672,-19.0,160.3,437.1818181818182,6.0,1695315877523.0,101.0,14.0,3.39,4766.79,1660.0,4766.79,4766.79,0.0,0.0,3.39,250.30000000000004,471.7000000000001,1.0,4.0,514,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.39
644,644,644,644,909329406,1695315880.109,1201279,1506943,0,1504.1099998950958,52.2405616,6.826758,3.41,0.0,4775.81,0.0,0.0,500,22.5,0.0,0.0,0.0,9.0,0.0,146.98022447888852,0.0,1146,33574789.0,909329406.0,66003.0,-55.0,2720.0,990.0,82.0,46.0,60.27129953104838,105.52535620989968,-12.0,160.4,427.73333333333335,6.0,1695315880109.0,101.0,13.0,3.41,4775.81,1730.0,4775.81,4775.81,0.0,0.0,3.41,268.1,469.4,1.0,4.0,515,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,160.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.41
645,645,645,645,909329407,1695315882.91,1201279,1506943,0,1506.9110000133514,52.2405024,6.8268611,3.43,0.0,4785.44,0.0,0.0,501,22.0,0.0,0.0,0.0,9.6,0.0,146.07494719801713,0.0,1148,33574790.0,909329407.0,66003.0,-54.0,2760.0,1020.0,81.0,46.0,56.58443152541916,103.07493784030466,-25.0,152.8,416.72727272727275,7.0,1695315882910.0,100.0,12.0,3.43,4785.44,1740.0,4785.44,4785.44,0.0,0.0,3.43,251.7,458.5,1.0,4.0,516,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.43
646,646,646,646,909329408,1695315885.507,1201279,1506943,0,1509.5079998970032,52.2404467,6.8269583,3.44,0.0,4794.51,0.0,0.0,502,22.5,0.0,0.0,0.0,9.1,0.0,145.64943253467865,0.0,1150,33574791.0,909329408.0,66003.0,-54.0,2650.0,1020.0,80.0,47.0,56.7867596476793,103.14238054772473,-23.0,159.6,425.6,6.0,1695315885507.0,101.0,15.0,3.44,4794.51,1630.0,4794.51,4794.51,0.0,0.0,3.44,252.6,458.8,1.0,4.0,517,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,159.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.44
647,647,647,647,909329409,1695315887.066,1201279,1506943,1,1511.066999912262,52.2404105,6.8270194,3.44,0.0,4800.31,0.0,0.0,502,22.5,0.0,0.0,0.0,5.8,0.0,145.2720549392501,0.0,1152,33574791.0,909329408.0,66003.0,-54.0,2650.0,1020.0,80.0,47.0,56.7867596476793,103.14238054772473,-23.0,159.6,425.6,6.0,1695315885507.0,101.0,15.0,3.44,4800.31,1630.0,4800.31,4800.31,0.0,0.0,3.44,252.6,458.8,1.0,4.0,518,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,159.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.44
648,648,648,648,909329410,1695315888.101,1201279,1506943,0,1512.1019999980927,52.2403904,6.8270547,3.44,0.0,4803.6,0.0,0.0,503,22.5,0.0,0.0,0.0,3.3,0.0,145.17710349682017,0.0,1153,33574792.0,909329410.0,66003.0,-55.0,2650.0,1000.0,82.0,48.0,60.024009603841534,106.91917216324732,-25.0,163.2,435.2,6.0,1695315888101.0,103.0,15.0,3.44,4803.6,1650.0,4803.6,4803.6,0.0,0.0,3.44,267.0,475.6,1.0,4.0,518,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,163.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.44
649,649,649,649,909329411,1695315890.8,1201279,1506943,0,1514.800999879837,52.2403335,6.8271518,3.45,0.0,4812.76,0.0,0.0,504,22.0,0.0,0.0,0.0,9.2,0.0,144.72052024207818,0.0,1155,33574793.0,909329411.0,66003.0,-55.0,2730.0,1010.0,81.0,48.0,60.76587938546205,109.14478150810886,-24.0,165.0,450.0,7.0,1695315890800.0,103.0,15.0,3.45,4812.76,1720.0,4812.76,4812.76,0.0,0.0,3.45,270.3,485.5,1.0,4.0,519,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,165.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.45
650,650,650,650,909329412,1695315893.578,1201279,1506943,0,1517.5789999961853,52.2402774,6.8272483,3.47,0.0,4821.83,0.0,0.0,505,22.0,0.0,0.0,0.0,9.1,0.0,143.73180019413147,0.0,1157,33574794.0,909329412.0,66003.0,-55.0,2720.0,1070.0,80.0,48.0,55.41542459680501,104.71604372085912,-25.0,154.0,420.0,7.0,1695315893578.0,103.0,16.0,3.47,4821.83,1650.0,4821.83,4821.83,0.0,0.0,3.47,246.5,465.8,1.0,4.0,520,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,154.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.47
651,651,651,651,909329413,1695315895.261,1201279,1506943,2,1519.2619998455048,52.2402362,6.8273201,3.47,0.0,4828.53,0.0,0.0,505,22.0,0.0,0.0,0.0,6.7,0.0,143.1404139298552,0.0,1159,33574794.0,909329412.0,66003.0,-55.0,2720.0,1070.0,80.0,48.0,55.41542459680501,104.71604372085912,-25.0,154.0,420.0,7.0,1695315893578.0,103.0,16.0,3.47,4828.53,1650.0,4828.53,4828.53,0.0,0.0,3.47,246.5,465.8,1.0,4.0,521,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,154.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.47
652,652,652,652,909329414,1695315896.621,1201279,1506943,0,1520.6219999790192,52.2402156,6.8273554,3.52,0.0,4831.86,0.0,0.0,506,22.0,0.0,0.0,0.0,3.3,0.0,143.58171104646846,0.0,1160,33574795.0,909329414.0,66003.0,-54.0,2720.0,990.0,80.0,48.0,55.797599938851945,100.42219134844947,-8.0,146.9,400.6363636363636,6.0,1695315896621.0,102.0,16.0,3.52,4831.86,1730.0,4831.86,4831.86,0.0,0.0,3.52,248.2,446.7,1.0,4.0,521,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5200000000000005
653,653,653,653,909329415,1695315899.105,1201279,1506943,0,1523.1059999465942,52.2401565,6.8274557,3.5,0.0,4841.35,0.0,0.0,507,22.0,0.0,0.0,0.0,9.5,0.0,144.93299201927442,0.0,1162,33574796.0,909329415.0,66003.0,-54.0,2730.0,980.0,78.0,48.0,60.181375921154974,105.52535620989968,-13.0,155.3,423.54545454545456,7.0,1695315899105.0,102.0,17.0,3.5,4841.35,1750.0,4841.35,4841.35,0.0,0.0,3.5,267.7,469.4,1.0,4.0,522,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,155.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5
654,654,654,654,909329416,1695315901.714,1201279,1506943,0,1525.7149999141693,52.2401007,6.8275485,3.39,0.0,4850.21,0.0,0.0,508,22.5,0.0,0.0,0.0,8.9,0.0,146.84567854146027,0.0,1164,33574797.0,909329416.0,66003.0,-54.0,2700.0,980.0,82.0,48.0,63.23877865753043,112.78668770879138,-13.0,169.0,450.6666666666667,6.0,1695315901714.0,102.0,14.0,3.39,4850.21,1720.0,4850.21,4850.21,0.0,0.0,3.39,281.3,501.7,1.0,4.0,523,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,169.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.39
655,655,655,655,909329417,1695315904.511,1201279,1506943,0,1528.5119998455048,52.2400414,6.8276494,3.32,0.0,4859.75,0.0,0.0,509,22.0,0.0,0.0,0.0,9.5,0.0,148.75011268947955,0.0,1166,33574798.0,909329417.0,66003.0,-53.0,2680.0,1050.0,78.0,47.0,54.87588293744464,102.89509062051786,-21.0,152.1,414.8181818181818,7.0,1695315904511.0,100.0,15.0,3.32,4859.75,1630.0,4859.75,4859.75,0.0,0.0,3.32,244.1,457.7,1.0,4.0,524,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.3199999999999994
656,656,656,656,909329418,1695315906.0,1201279,1506943,3,1530.0009999275208,52.2400115,6.8277022,3.32,0.0,4864.65,0.0,0.0,509,22.0,0.0,0.0,0.0,4.9,0.0,150.01558603491293,0.0,1168,33574798.0,909329417.0,66003.0,-53.0,2680.0,1050.0,78.0,47.0,54.87588293744464,102.89509062051786,-21.0,152.1,414.8181818181818,7.0,1695315904511.0,100.0,15.0,3.32,4864.65,1630.0,4864.65,4864.65,0.0,0.0,3.32,244.1,457.7,1.0,4.0,525,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.3199999999999994
657,657,657,657,909329419,1695315907.109,1201279,1506943,0,1531.1099998950958,52.2399881,6.8277451,3.34,0.0,4868.56,0.0,0.0,510,22.5,0.0,0.0,0.0,3.9,0.0,149.5784607016592,0.0,1169,33574799.0,909329419.0,66003.0,-53.0,2700.0,990.0,82.0,46.0,61.55271097202926,107.79592735970792,-17.0,166.0,442.6666666666667,6.0,1695315907109.0,99.0,11.0,3.34,4868.56,1710.0,4868.56,4868.56,0.0,0.0,3.34,273.8,479.5,1.0,4.0,525,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,166.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.3400000000000003
658,658,658,658,909329420,1695315909.714,1201279,1506943,0,1533.7149999141693,52.2399311,6.8278381,3.38,0.0,4877.53,0.0,0.0,511,22.5,0.0,0.0,0.0,9.0,0.0,147.8210789019008,0.0,1171,33574800.0,909329420.0,66003.0,-53.0,2590.0,950.0,79.0,48.0,62.38450436354317,112.98901583105152,-25.0,168.7,449.8666666666667,6.0,1695315909714.0,101.0,16.0,3.38,4877.53,1640.0,4877.53,4877.53,0.0,0.0,3.38,277.5,502.6000000000001,1.0,4.0,526,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,168.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.38
659,659,659,659,909329421,1695315912.503,1201279,1506943,0,1536.5039999485016,52.2398722,6.8279391,3.44,0.0,4887.04,0.0,0.0,512,22.5,0.0,0.0,0.0,9.5,0.0,146.14888205595437,0.0,1173,33574801.0,909329421.0,66003.0,-54.0,2670.0,970.0,79.0,49.0,62.11473353386298,114.4502744918192,-23.0,167.6,446.93333333333334,7.0,1695315912503.0,103.0,17.0,3.44,4887.04,1700.0,4887.04,4887.04,0.0,0.0,3.44,276.3,509.1,1.0,4.0,527,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,167.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.44
660,660,660,660,909329422,1695315915.109,1201279,1506943,0,1539.1099998950958,52.2398159,6.828036,3.47,0.0,4896.14,0.0,0.0,513,22.5,0.0,0.0,0.0,9.1,0.0,144.93117337783767,0.0,1175,33574802.0,909329422.0,66003.0,-54.0,2730.0,1000.0,82.0,48.0,61.19301653245567,113.41615297804516,-9.0,168.2,448.53333333333336,6.0,1695315915109.0,102.0,14.0,3.47,4896.14,1730.0,4896.14,4896.14,0.0,0.0,3.47,272.2,504.5,1.0,4.0,528,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,168.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.47
661,661,661,661,909329423,1695315916.261,1201279,1506943,1,1540.2619998455048,52.2397898,6.8280806,3.47,0.0,4900.35,0.0,0.0,513,22.5,0.0,0.0,0.0,4.2,0.0,143.86607376405985,0.0,1177,33574802.0,909329422.0,66003.0,-54.0,2730.0,1000.0,82.0,48.0,61.19301653245567,113.41615297804516,-9.0,168.2,448.53333333333336,6.0,1695315915109.0,102.0,14.0,3.47,4900.35,1730.0,4900.35,4900.35,0.0,0.0,3.47,272.2,504.5,1.0,4.0,529,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,168.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.47
662,662,662,662,909329424,1695315917.839,1201279,1506943,0,1541.8399999141693,52.2397578,6.8281324,3.47,0.0,4905.37,0.0,0.0,514,22.0,0.0,0.0,0.0,5.0,0.0,142.7759098101268,0.0,1178,33574803.0,909329424.0,66003.0,-54.0,2820.0,1100.0,81.0,47.0,55.48286730422506,115.01229705365292,-7.0,161.5,440.45454545454544,6.0,1695315917839.0,101.0,14.0,3.47,4905.37,1720.0,4905.37,4905.37,0.0,0.0,3.47,246.8,511.6,1.0,4.0,529,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,161.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.47
