,index,index.2,index.1,id_x,TimeStamp (sec),sessionId, lapIdx,type, ElapsedTime (sec), latitude, longitude,GPS Speed,ImpellerSpeed, Horizontal (meters),ImpellerDistance, HRCur (bpm),strokeCount, Cadence (stokes/min),totalCaloriesBurned,caloriesPerHour,caloriesPerStroke, StrokeDistance (meters),impellerDistStroke, Stroke500mPace (sec/500m),impellerPace,sessionStrokeIndex,id_y,sessionStrokeId,oarlockSessionId,catch,cycleTime, DriveTime (ms),effectiveLength,finish, AverageDriveForce (lbs), PeakDriveForce (lbs),peakforceangle, Power (watts),driveenergy,slip,timestamp_y,totalLength,wash,GPSSpeed,GPSDistance, StrokeRecoveryTime (ms),cumdist,cum_dist, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an,originalvelo
0,0,0,0,907804659,1695204027.999,1199251,1504445,7,0.0,52.2251684,6.845754,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2090.371621621616,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.0
1,1,1,1,907804660,1695204031.054,1199251,1504445,0,3.054999828338623,52.2251684,6.845754,1.47,0.0,4.83,0.0,0.0,1,19.5,0.0,0.0,0.0,4.8,0.0,503.0743432084962,0.0,1,33541906.0,907804660.0,65926.0,-27.0,1810.0,910.0,45.0,33.0,39.5888692555674,75.42342779808553,-2.0,103.9,319.6923076923077,3.0,1695204031054.0,60.0,12.0,1.47,4.83,900.0,4.83,4.83,0.0,0.0,1.47,176.1,335.5,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.47
2,2,2,2,907804661,1695204033.132,1199251,1504445,0,5.132999897003174,52.2251853,6.8457344,1.45,0.0,7.14,0.0,0.0,2,18.5,0.0,0.0,0.0,2.3,0.0,344.39231900767294,0.0,4,33541908.0,907804661.0,65926.0,-1.0,1660.0,780.0,28.0,39.0,38.105129692326365,78.34594511962088,15.0,75.2,243.8918918918919,5.0,1695204033132.0,40.0,7.0,1.45,7.14,880.0,7.14,7.14,0.0,0.0,1.45,169.49999999999997,348.5,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,75.2,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.45
3,3,3,3,907804662,1695204034.664,1199251,1504445,0,6.664999961853027,52.2252063,6.8457083,1.42,0.0,10.08,0.0,0.0,3,35.5,0.0,0.0,0.0,2.9,0.0,295.2944635483911,0.0,6,33541909.0,907804662.0,65926.0,-2.0,1660.0,770.0,27.0,40.0,27.786395457059225,58.225537405973625,20.0,57.7,97.52112676056338,5.0,1695204034664.0,42.0,10.0,1.42,10.08,890.0,10.08,10.08,0.0,0.0,1.42,123.59999999999998,259.0,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,57.7,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.42
4,4,4,4,907804663,1695204036.222,1199251,1504445,0,8.222999811172485,52.2252247,6.8456854,1.66,0.0,12.65,0.0,0.0,4,37.0,0.0,0.0,0.0,2.6,0.0,278.04525758305294,0.0,8,33541910.0,907804663.0,65926.0,-3.0,1540.0,690.0,29.0,42.0,33.90120092981013,64.25041926883112,21.0,74.4,120.64864864864865,7.0,1695204036222.0,45.0,9.0,1.66,12.65,850.0,12.65,12.65,0.0,0.0,1.66,150.8,285.8,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,74.4,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.6599999999999997
5,5,5,5,907804664,1695204037.851,1199251,1504445,0,9.851999998092651,52.2252508,6.8456538,1.9,0.0,16.27,0.0,0.0,5,39.0,0.0,0.0,0.0,3.6,0.0,273.5994314817013,0.0,10,33541911.0,907804664.0,65926.0,0.0,1470.0,660.0,23.0,41.0,28.10112809168612,67.10549388294643,17.0,65.7,101.07692307692308,9.0,1695204037851.0,41.0,9.0,1.9,16.27,810.0,16.27,16.27,0.0,0.0,1.9,125.0,298.5,1.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,65.7,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.9
6,6,6,6,907804665,1695204039.128,1199251,1504445,0,11.128999948501587,52.2252664,6.8456346,2.05,0.0,18.44,0.0,0.0,6,43.0,0.0,0.0,0.0,2.2,0.0,247.7583765927328,0.0,12,33541912.0,907804665.0,65926.0,-1.0,1320.0,560.0,28.0,41.0,37.72295435027944,65.7116779295988,17.0,83.9,117.06976744186046,6.0,1695204039128.0,42.0,8.0,2.05,18.44,760.0,18.44,18.44,0.0,0.0,2.05,167.8,292.3,1.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,83.9,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.05
7,7,7,7,907804666,1695204040.859,1199251,1504445,0,12.859999895095825,52.2252993,6.8455962,2.19,0.0,22.95,0.0,0.0,7,33.0,0.0,0.0,0.0,4.5,0.0,224.76064450844595,0.0,14,33541913.0,907804666.0,65926.0,-21.0,1990.0,760.0,49.0,42.0,52.17817464064277,90.73292238243612,10.0,122.0,221.8181818181818,7.0,1695204040859.0,63.0,7.0,2.19,22.95,1230.0,22.95,22.95,0.0,0.0,2.19,232.1,403.6,1.0,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,122.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.1899999999999995
8,8,8,8,907804667,1695204043.05,1199251,1504445,0,15.050999879837036,52.2253393,6.8455501,2.36,0.0,28.4,0.0,0.0,8,28.5,0.0,0.0,0.0,5.5,0.0,208.90231329920996,0.0,16,33541914.0,907804667.0,65926.0,-26.0,2160.0,830.0,52.0,43.0,46.10833097283857,81.56071417330978,8.0,109.5,230.52631578947367,8.0,1695204043050.0,69.0,9.0,2.36,28.4,1330.0,28.4,28.4,0.0,0.0,2.36,205.1,362.8,1.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,109.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.36
9,9,9,9,907804668,1695204045.222,1199251,1504445,0,17.222999811172485,52.2253793,6.8455042,2.55,0.0,33.84,0.0,0.0,9,27.5,0.0,0.0,0.0,5.4,0.0,196.8571038996458,0.0,18,33541915.0,907804668.0,65926.0,-27.0,2240.0,900.0,55.0,44.0,41.747035893008885,86.0344137655062,8.0,110.6,241.3090909090909,7.0,1695204045222.0,71.0,9.0,2.55,33.84,1340.0,33.84,33.84,0.0,0.0,2.55,185.7,382.7,1.0,4.0,8,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,110.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.55
10,10,10,10,907804669,1695204047.656,1199251,1504445,0,19.656999826431274,52.2254311,6.8454434,2.74,0.0,40.94,0.0,0.0,10,26.5,0.0,0.0,0.0,7.1,0.0,186.5279953489126,0.0,20,33541916.0,907804669.0,65926.0,-30.0,2280.0,930.0,53.0,43.0,38.86948037642024,81.67311868567651,6.0,106.6,241.35849056603774,9.0,1695204047656.0,73.0,11.0,2.74,40.94,1350.0,40.94,40.94,0.0,0.0,2.74,172.9,363.3,1.0,4.0,9,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,106.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.74
11,11,11,11,907804670,1695204049.851,1199251,1504445,0,21.85199999809265,52.2254773,6.84539,2.8,0.0,47.24,0.0,0.0,11,26.5,0.0,0.0,0.0,6.3,0.0,177.9935275080909,0.0,22,33541917.0,907804670.0,65926.0,-32.0,2220.0,950.0,57.0,44.0,41.657112283115495,88.68716025736137,-3.0,123.6,279.8490566037736,8.0,1695204049851.0,76.0,11.0,2.8,47.24,1270.0,47.24,47.24,0.0,0.0,2.8,185.3,394.5,1.0,4.0,10,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,123.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.8
12,12,12,12,907804671,1695204052.05,1199251,1504445,0,24.050999879837036,52.2255252,6.8453351,2.86,0.0,53.76,0.0,0.0,12,26.0,0.0,0.0,0.0,6.5,0.0,172.14654067427813,0.0,24,33541918.0,907804671.0,65926.0,-35.0,2260.0,930.0,59.0,44.0,45.83856014315839,92.21666194567716,6.0,127.6,294.46153846153845,9.0,1695204052050.0,79.0,11.0,2.86,53.76,1330.0,53.76,53.76,0.0,0.0,2.86,203.9,410.2,1.0,4.0,11,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.86
13,13,13,13,907804672,1695204054.464,1199251,1504445,0,26.46499991416931,52.2255789,6.8452719,2.98,0.0,61.13,0.0,0.0,13,24.5,0.0,0.0,0.0,7.4,0.0,168.03421787709524,0.0,26,33541919.0,907804672.0,65926.0,-37.0,2560.0,940.0,61.0,45.0,44.30985877497066,90.05849530823566,3.0,114.3,279.9183673469388,8.0,1695204054464.0,82.0,13.0,2.98,61.13,1620.0,61.13,61.13,0.0,0.0,2.98,197.1,400.6,1.0,4.0,12,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,114.3,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.98
14,14,14,14,907804673,1695204057.23,1199251,1504445,0,29.23099994659424,52.2256392,6.8452055,3.06,0.0,69.22,0.0,0.0,14,22.5,0.0,0.0,0.0,8.1,0.0,165.04715633038032,0.0,28,33541920.0,907804673.0,65926.0,-41.0,2700.0,1020.0,63.0,42.0,41.85944040537563,86.3491464001331,-1.0,108.2,288.53333333333336,8.0,1695204057230.0,83.0,12.0,3.06,69.22,1680.0,69.22,69.22,0.0,0.0,3.06,186.2,384.1,1.0,4.0,13,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,108.2,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.06
15,15,15,15,907804674,1695204058.015,1199251,1504445,3,30.016000032424927,52.2256559,6.8451869,3.06,0.0,71.47,0.0,0.0,14,22.5,0.0,0.0,0.0,2.3,0.0,162.73794259788957,0.0,30,33541920.0,907804673.0,65926.0,-41.0,2700.0,1020.0,63.0,42.0,41.85944040537563,86.3491464001331,-1.0,108.2,288.53333333333336,8.0,1695204057230.0,83.0,12.0,3.06,71.47,1680.0,71.47,71.47,0.0,0.0,3.06,186.2,384.1,1.0,4.0,13,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,108.2,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.06
16,16,16,16,907804675,1695204060.117,1199251,1504445,0,32.11800003051758,52.2257028,6.8451383,3.1,0.0,77.66,0.0,0.0,15,23.5,0.0,0.0,0.0,6.2,0.0,161.87806587245993,0.0,31,33541921.0,907804675.0,65926.0,-41.0,2580.0,1040.0,61.0,43.0,39.38654113330725,83.87624712806472,-1.0,107.1,273.4468085106383,9.0,1695204060117.0,84.0,14.0,3.1,77.66,1540.0,77.66,77.66,0.0,0.0,3.1,175.2,373.1,1.0,4.0,14,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,107.1,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.1
17,17,17,17,907804676,1695204062.449,1199251,1504445,0,34.44999980926514,52.2257648,6.8450767,3.09,0.0,85.74,0.0,0.0,16,23.0,0.0,0.0,0.0,8.1,0.0,162.1917654327925,0.0,33,33541922.0,907804676.0,65926.0,-42.0,2590.0,980.0,62.0,41.0,43.09589004140982,82.01033222277675,-12.0,110.4,288.0,7.0,1695204062449.0,83.0,14.0,3.09,85.74,1610.0,85.74,85.74,0.0,0.0,3.09,191.7,364.8,1.0,4.0,15,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,110.4,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.09
18,18,18,18,907804677,1695204065.246,1199251,1504445,0,37.246999979019165,52.2258331,6.8450132,3.06,0.0,94.49,0.0,0.0,17,22.0,0.0,0.0,0.0,8.8,0.0,162.39244137000193,0.0,35,33541923.0,907804677.0,65926.0,-48.0,2800.0,1100.0,69.0,42.0,39.5439074506207,78.66067775424776,-2.0,103.8,283.09090909090907,7.0,1695204065246.0,90.0,14.0,3.06,94.49,1700.0,94.49,94.49,0.0,0.0,3.06,175.9,349.9,1.0,4.0,16,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,103.8,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.06
19,19,19,19,907804678,1695204067.003,1199251,1504445,1,39.00399994850159,52.2258819,6.8449738,3.06,0.0,100.55,0.0,0.0,17,22.0,0.0,0.0,0.0,6.1,0.0,162.53183794661098,0.0,37,33541923.0,907804677.0,65926.0,-48.0,2800.0,1100.0,69.0,42.0,39.5439074506207,78.66067775424776,-2.0,103.8,283.09090909090907,7.0,1695204065246.0,90.0,14.0,3.06,100.55,1700.0,100.55,100.55,0.0,0.0,3.06,175.9,349.9,1.0,4.0,17,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,103.8,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.06
20,20,20,20,907804679,1695204068.07,1199251,1504445,0,40.07099986076355,52.2259057,6.8449563,3.08,0.0,103.45,0.0,0.0,18,20.0,0.0,0.0,0.0,2.9,0.0,163.20474777448095,0.0,38,33541924.0,907804679.0,65926.0,-50.0,2980.0,1150.0,68.0,43.0,40.39818174460795,81.47079056341637,-4.0,102.8,308.4,11.0,1695204068070.0,93.0,14.0,3.08,103.45,1830.0,103.45,103.45,0.0,0.0,3.08,179.7,362.4,1.0,4.0,17,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,102.8,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.08
21,21,21,21,907804680,1695204071.453,1199251,1504445,0,43.4539999961853,52.2259908,6.8448979,3.09,0.0,113.73,0.0,0.0,19,18.5,0.0,0.0,0.0,10.3,0.0,163.16785805102725,0.0,40,33541925.0,907804680.0,65926.0,-53.0,3380.0,1260.0,68.0,41.0,38.3973814244799,84.41578878742509,-14.0,90.3,292.86486486486484,9.0,1695204071453.0,94.0,17.0,3.09,113.73,2120.0,113.73,113.73,0.0,0.0,3.09,170.79999999999998,375.5,1.0,4.0,18,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,90.3,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.09
22,22,22,22,907804681,1695204074.648,1199251,1504445,0,46.6489999294281,52.2260756,6.8448486,3.06,0.0,123.75,0.0,0.0,20,18.5,0.0,0.0,0.0,10.0,0.0,162.21682279743283,0.0,42,33541926.0,907804681.0,65926.0,-55.0,3150.0,1180.0,79.0,44.0,49.34558092900081,94.71204212021888,2.0,126.3,409.6216216216216,11.0,1695204074648.0,99.0,9.0,3.06,123.75,1970.0,123.75,123.75,0.0,0.0,3.06,219.5,421.30000000000007,1.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,126.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.06
23,23,23,23,907804682,1695204078.128,1199251,1504445,0,50.12899994850159,52.2261637,6.844807,3.07,0.0,133.96,0.0,0.0,21,18.5,0.0,0.0,0.0,10.2,0.0,161.23853531193748,0.0,44,33541927.0,907804682.0,65926.0,-53.0,3100.0,1100.0,78.0,45.0,50.02000800320128,93.1608598495578,-8.0,122.4,396.97297297297297,7.0,1695204078128.0,98.0,13.0,3.07,133.96,2000.0,133.96,133.96,0.0,0.0,3.07,222.5,414.4,1.0,4.0,20,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,122.4,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.0699999999999994
24,24,24,24,907804683,1695204081.117,1199251,1504445,0,53.11800003051758,52.226249,6.8447706,3.14,0.0,143.77,0.0,0.0,22,19.0,0.0,0.0,0.0,9.8,0.0,159.76208589805682,0.0,46,33541928.0,907804683.0,65926.0,-53.0,3220.0,1130.0,67.0,40.0,40.735395281708186,83.94368983548475,-4.0,93.7,295.89473684210526,11.0,1695204081117.0,93.0,15.0,3.14,143.77,2090.0,143.77,143.77,0.0,0.0,3.14,181.2,373.4,1.0,4.0,21,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,93.7,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.140000000000001
25,25,25,25,907804684,1695204084.335,1199251,1504445,0,56.335999965667725,52.2263437,6.8447383,3.19,0.0,154.54,0.0,0.0,23,17.5,0.0,0.0,0.0,10.8,0.0,158.14552126406903,0.0,48,33541929.0,907804684.0,65926.0,-55.0,3380.0,1110.0,76.0,46.0,51.32390034665552,96.1508198785132,-2.0,113.5,389.14285714285717,10.0,1695204084335.0,101.0,15.0,3.19,154.54,2270.0,154.54,154.54,0.0,0.0,3.19,228.3,427.7,1.0,4.0,22,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,113.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.19
26,26,26,26,907804685,1695204086.203,1199251,1504445,2,58.2039999961853,52.2264029,6.8447233,3.19,0.0,161.21,0.0,0.0,23,17.5,0.0,0.0,0.0,6.7,0.0,156.1823885763741,0.0,50,33541929.0,907804684.0,65926.0,-55.0,3380.0,1110.0,76.0,46.0,51.32390034665552,96.1508198785132,-2.0,113.5,389.14285714285717,10.0,1695204084335.0,101.0,15.0,3.19,161.21,2270.0,161.21,161.21,0.0,0.0,3.19,228.3,427.7,1.0,4.0,23,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,113.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.19
27,27,27,27,907804686,1695204087.468,1199251,1504445,0,59.4689998626709,52.2264359,6.8447147,3.24,0.0,164.93,0.0,0.0,24,18.5,0.0,0.0,0.0,3.7,0.0,154.61847389558253,0.0,51,33541930.0,907804686.0,65926.0,-53.0,3240.0,1170.0,77.0,46.0,47.09749068166592,93.27326436192452,-1.0,119.2,386.5945945945946,8.0,1695204087468.0,99.0,14.0,3.24,164.93,2070.0,164.93,164.93,0.0,0.0,3.24,209.5,414.9,1.0,4.0,23,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,119.2,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.24
28,28,28,28,907804687,1695204088.0,1199251,1504445,3,60.00099992752075,52.2264452,6.8447121,3.24,0.0,165.98,0.0,0.0,24,18.5,0.0,0.0,0.0,1.0,0.0,153.44962733661956,0.0,52,33541930.0,907804686.0,65926.0,-53.0,3240.0,1170.0,77.0,46.0,47.09749068166592,93.27326436192452,-1.0,119.2,386.5945945945946,8.0,1695204087468.0,99.0,14.0,3.24,165.98,2070.0,165.98,165.98,0.0,0.0,3.24,209.5,414.9,1.0,4.0,23,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,119.2,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.24
29,29,29,29,907804688,1695204090.652,1199251,1504445,0,62.65299987792969,52.2265302,6.8446911,3.29,0.0,175.55,0.0,0.0,25,19.0,0.0,0.0,0.0,9.6,0.0,152.29430379746856,0.0,54,33541931.0,907804688.0,65926.0,-55.0,3080.0,1070.0,75.0,45.0,52.6502735925831,99.56791705446224,-7.0,129.4,408.63157894736844,14.0,1695204090652.0,100.0,11.0,3.29,175.55,2010.0,175.55,175.55,0.0,0.0,3.29,234.2,442.9,1.0,4.0,24,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,129.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.29
30,30,30,30,907804689,1695204094.07,1199251,1504445,0,66.07099986076355,52.2266297,6.8446658,3.31,0.0,186.76,0.0,0.0,26,18.5,0.0,0.0,0.0,11.2,0.0,150.71049232094182,0.0,56,33541932.0,907804689.0,65926.0,-54.0,3330.0,1160.0,78.0,45.0,47.99672678059988,102.76020520567778,-7.0,117.0,379.4594594594595,7.0,1695204094070.0,99.0,14.0,3.31,186.76,2170.0,186.76,186.76,0.0,0.0,3.31,213.5,457.1,1.0,4.0,25,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,117.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.31
31,31,31,31,907804690,1695204097.046,1199251,1504445,0,69.04699993133545,52.2267204,6.8446466,3.33,0.0,196.94,0.0,0.0,27,19.0,0.0,0.0,0.0,10.2,0.0,149.94158120212927,0.0,58,33541933.0,907804690.0,65926.0,-53.0,3140.0,1150.0,70.0,44.0,39.43150293825396,79.2676621210282,-11.0,95.9,302.8421052631579,10.0,1695204097046.0,97.0,17.0,3.33,196.94,1990.0,196.94,196.94,0.0,0.0,3.33,175.4,352.6,1.0,4.0,26,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,95.9,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.33
32,32,32,32,907804691,1695204098.007,1199251,1504445,1,70.00799989700317,52.2267499,6.8446422,3.33,0.0,200.23,0.0,0.0,27,19.0,0.0,0.0,0.0,3.3,0.0,151.03567318757214,0.0,60,33541933.0,907804690.0,65926.0,-53.0,3140.0,1150.0,70.0,44.0,39.43150293825396,79.2676621210282,-11.0,95.9,302.8421052631579,10.0,1695204097046.0,97.0,17.0,3.33,200.23,1990.0,200.23,200.23,0.0,0.0,3.33,175.4,352.6,1.0,4.0,26,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,95.9,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.33
33,33,33,33,907804692,1695204100.265,1199251,1504445,0,72.26600003242493,52.2268152,6.8446346,3.33,0.0,207.52,0.0,0.0,28,19.5,0.0,0.0,0.0,7.3,0.0,153.3660868410572,0.0,61,33541934.0,907804692.0,65926.0,-51.0,3130.0,1130.0,55.0,38.0,29.40502043514035,60.76587938546205,-21.0,65.9,202.7692307692308,12.0,1695204100265.0,89.0,22.0,3.33,207.52,2000.0,207.52,207.52,0.0,0.0,3.33,130.8,270.3,1.0,4.0,27,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,65.9,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.33
34,34,34,34,907804693,1695204105.14,1199251,1504445,0,77.14100003242493,52.2269462,6.8446276,3.22,0.0,222.11,0.0,0.0,29,12.0,0.0,0.0,0.0,14.6,0.0,154.6640242106111,0.0,63,33541935.0,907804693.0,65926.0,-51.0,4970.0,1110.0,64.0,35.0,41.387341453435305,81.35838605104962,-5.0,55.7,278.5,5.0,1695204105140.0,86.0,17.0,3.22,222.11,3860.0,222.11,222.11,0.0,0.0,3.22,184.1,361.9,1.0,4.0,28,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,55.7,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.22
35,35,35,35,907804694,1695204108.339,1199251,1504445,0,80.33999991416931,52.2270395,6.8446269,3.11,0.0,232.5,0.0,0.0,30,19.0,0.0,0.0,0.0,10.4,0.0,155.05228819588967,0.0,65,33541936.0,907804694.0,65926.0,-55.0,3110.0,1110.0,82.0,49.0,58.49530823565381,107.2788666028209,-5.0,145.0,457.89473684210526,7.0,1695204108339.0,104.0,15.0,3.11,232.5,2000.0,232.5,232.5,0.0,0.0,3.11,260.2,477.2,1.0,4.0,29,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,145.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.11
36,36,36,36,907804695,1695204111.46,1199251,1504445,0,83.46099996566772,52.2271349,6.8446254,3.22,0.0,243.12,0.0,0.0,31,18.5,0.0,0.0,0.0,10.6,0.0,154.2467948717951,0.0,67,33541937.0,907804695.0,65926.0,-56.0,3180.0,1020.0,81.0,47.0,60.24881862857502,110.51611655898314,-4.0,137.2,444.97297297297297,8.0,1695204111460.0,103.0,14.0,3.22,243.12,2160.0,243.12,243.12,0.0,0.0,3.22,268.0,491.6,1.0,4.0,30,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,137.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.22
37,37,37,37,907804696,1695204114.859,1199251,1504445,0,86.85999989509583,52.227237,6.8446244,3.36,0.0,254.48,0.0,0.0,32,18.5,0.0,0.0,0.0,11.4,0.0,152.4832994481559,0.0,69,33541938.0,907804696.0,65926.0,-54.0,3220.0,1030.0,77.0,44.0,56.7867596476793,107.2788666028209,-8.0,129.5,420.0,10.0,1695204114859.0,98.0,11.0,3.36,254.48,2190.0,254.48,254.48,0.0,0.0,3.36,252.6,477.2,1.0,4.0,31,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,129.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.36
38,38,38,38,907804697,1695204118.0,1199251,1504445,3,90.00099992752075,52.2273306,6.8446232,3.36,0.0,264.9,0.0,0.0,32,18.5,0.0,0.0,0.0,10.4,0.0,149.53585623842898,0.0,71,33541938.0,907804696.0,65926.0,-54.0,3220.0,1030.0,77.0,44.0,56.7867596476793,107.2788666028209,-8.0,129.5,420.0,10.0,1695204114859.0,98.0,11.0,3.36,264.9,2190.0,264.9,264.9,0.0,0.0,3.36,252.6,477.2,1.0,4.0,32,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,129.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.36
